transportation_bureau,prefectures_name,route_name,rc_name,rc_kana,rc_address,lat,lng
近畿,兵庫,姫新線,大坪,おおつぼ,兵庫県佐用町佐用字前田2377-3,0,0
近畿,兵庫,姫新線,春草第一,はるくさだいいち,兵庫県佐用町山脇字ソウ木谷20-3,0,0
近畿,兵庫,姫新線,山脇第二,やまわきだいに,兵庫県佐用町山脇字前川原533-3,0,0
近畿,兵庫,姫新線,山脇第三,やまわきだいさん,兵庫県佐用町山脇字才田1068-2,0,0
近畿,兵庫,姫新線,早瀬第一,はやせだいいち,兵庫県佐用町山脇字浜河原1206-2,0,0
近畿,兵庫,姫新線,早瀬第二,はやせだいに,兵庫県佐用町早瀬字四拾代81-5,0,0
近畿,兵庫,姫新線,仁位,にい,兵庫県佐用町仁位字岡631-6,0,0
近畿,兵庫,姫新線,上月,こうづき,兵庫県佐用町上月字小山ヶ鼻509-3,0,0
近畿,兵庫,姫新線,小日山,こひやま,兵庫県佐用町力万字西畑239-2,0,0
近畿,兵庫,姫新線,力万,りきまん,兵庫県佐用町西大畠字竹田1-2,0,0
近畿,兵庫,山陽列車線,中川原二,なかがわらに,兵庫県姫路市別所町別所字西芝崎799-1,0,0
近畿,兵庫,山陽列車線,五反坪二,ごたんつぼに,兵庫県姫路市御国野町御着字深見210-2,0,0
近畿,兵庫,山陽列車線,横田西,よこたにし,兵庫県姫路市御国野町御着字横田432-1,0,0
近畿,兵庫,山陽列車線,牛堂前,うしどうまえ,兵庫県姫路市御国野町御着字牛堂前636-2,0,0
近畿,兵庫,山陽列車線,栗の森,くりのもり,兵庫県姫路市岡田字北の町625-6,0,0
近畿,兵庫,山陽列車線,棚田,たなだ,兵庫県姫路市町の坪字棚田170-3,0,0
近畿,兵庫,山陽列車線,豆田第三,まめだだいさん,兵庫県姫路市町の坪字豆田493-1,0,0
近畿,兵庫,山陽列車線,池の下第一,いけのしただいいち,兵庫県姫路市苫編字池の下41-2,0,0
近畿,兵庫,山陽列車線,村前第一,むらまえだいいち,兵庫県姫路市苫編字村前184-1,0,0
近畿,兵庫,山陽列車線,大野第一,おおのだいいち,兵庫県姫路市飾磨区付城字大野68-3,0,0
近畿,兵庫,山陽列車線,春日,かすが,兵庫県姫路市飾磨区山崎字村東311-1,0,0
近畿,兵庫,山陽列車線,配賦,はいふ,兵庫県姫路市広畑区才字西配賦663-1,0,0
近畿,兵庫,山陽列車線,東配賦第二,ひがしはいふだいに,兵庫県姫路市広畑区才字西配賦653-1,0,0
近畿,兵庫,山陽列車線,石田,いしだ,兵庫県姫路市広畑区才字上石田1008-1,0,0
近畿,兵庫,山陽列車線,富津,とみつ,兵庫県姫路市広畑区才字富津107-3,0,0
近畿,兵庫,山陽列車線,町田,まちだ,兵庫県姫路市広畑区則直字八反町52-2,34.81024443,134.6177634
近畿,兵庫,山陽列車線,堤の下壱,つつみのしたいち,兵庫県姫路市勝原区熊見字堤の下407,34.81087745,134.6070446
近畿,兵庫,山陽列車線,五反田弐,ごたんだに,兵庫県姫路市勝原区山戸字五反長52-2,34.81138404,134.602234
近畿,兵庫,山陽列車線,五反田参,ごたんださん,兵庫県姫路市勝原区山戸字五反長56-2,34.81145479,134.6010528
近畿,兵庫,山陽列車線,上の坪壱,かみのつぼいち,兵庫県姫路市勝原区山戸字山戸243-2,34.81165105,134.5975679
近畿,兵庫,山陽列車線,上の坪参,かみのつぼさん,兵庫県姫路市勝原区山戸字恵美穂364-1,34.81174919,134.5960505
近畿,兵庫,山陽列車線,雉子落,きじおち,兵庫県姫路市勝原区朝日谷字雉子落233-1,34.81246574,134.5923626
近畿,兵庫,山陽列車線,岩ケ坪,いわがつぼ,兵庫県姫路市網干区和久字岩ヶ坪426-4,34.8138098,134.5863709
近畿,兵庫,山陽列車線,茶ノ木,ちゃのき,兵庫県姫路市網干区高田字茶の木362-1,34.8148524,134.5820931
近畿,兵庫,山陽列車線,柿の坪,かきのつぼ,兵庫県揖保郡太子町糸井字柿ヶ坪308-1,34.8152834,134.5802004
近畿,兵庫,山陽列車線,船代,ふなだい,兵庫県揖保郡太子町船代字稲荷66-22,34.818912,134.559974
近畿,兵庫,山陽列車線,下河原三,しもがはらさん,兵庫県揖保郡太子町船代字下河原100-1,34.819362,134.557298
近畿,兵庫,山陽列車線,村東,むらひがし,兵庫県たつの市揖保町東用字村東402-1,34.821618,134.547927
近畿,兵庫,山陽列車線,北垣内,きたかきうち,兵庫県たつの市揖保町西構字今木239-7,34.824995,134.541227
近畿,兵庫,山陽列車線,来光寺,らいこうじ,兵庫県たつの市揖保町今市字才の前36-2,34.82643538,34.82643538
近畿,兵庫,山陽列車線,清水,しみず,兵庫県たつの市揖保川町黍田字口入50-4,34.82582817,134.5245141
近畿,兵庫,山陽列車線,宮の下,みやのした,兵庫県たつの市揖保川町黍田字宮の下28-2,34.82582817,134.5245141
近畿,兵庫,山陽列車線,田灘,たなだ,兵庫県たつの市揖保川町原字田灘562-2,34.82315171,134.5116275
近畿,兵庫,山陽列車線,池田一,いけだいち,兵庫県たつの市揖保川町大門字池田459-3,34.82154996,134.5058943
近畿,兵庫,山陽列車線,土居三,どいさん,兵庫県相生市那波野字土居651-4,34.82012375,134.4949529
近畿,兵庫,山陽列車線,磨屋四,まやよん,兵庫県相生市那波野字研屋垣内765-2,34.82002101,134.491279
近畿,兵庫,山陽列車線,家の下三,いえのしたさん,兵庫県相生市池の内字家の下543-1,34.81890291,134.484423
近畿,兵庫,山陽列車線,東岡,ひがしおか,兵庫県相生市大石町字東岡736-1,34.8178684,134.4757824
近畿,兵庫,山陽列車線,緑ケ丘,みどりがおか,兵庫県相生市若狭野町入野字横山115-2,0,0
近畿,兵庫,山陽列車線,前田一,まえだいち,兵庫県相生市若狭野町入野字池の内903-4,0,0
近畿,兵庫,山陽列車線,前田四,まえだよん,兵庫県相生市若狭野町入野字池の内806-2,0,0
近畿,兵庫,山陽列車線,大町筋,おおまちすじ,兵庫県相生市若狭野町野々字大町筋363-2,0,0
近畿,兵庫,山陽列車線,西上佐一,にしあげさいち,兵庫県相生市若狭野町野々字中上在460-1,0,0
近畿,兵庫,山陽列車線,雨内,あまうち,兵庫県相生市若狭野町野々字西原88-2,0,0
近畿,兵庫,山陽列車線,大坪二,おおつぼに,兵庫県相生市若狭野町福井字大坪407-2,0,0
近畿,兵庫,山陽列車線,焼間田,やきまた,兵庫県相生市若狭野町福井字焼間田65-1,0,0
近畿,兵庫,山陽列車線,小山田二,おやまだに,兵庫県相生市若狭野町若狭野字小山田131-1,0,0
近畿,兵庫,山陽列車線,天通り二,あまどおりに,兵庫県赤穂市牟礼字天通り321,0,0
近畿,兵庫,山陽列車線,畑二,はたに,兵庫県赤穂市横尾字畑64-1,0,0
近畿,兵庫,山陽列車線,松ヶ瀬,まつがせ,兵庫県赤穂市有年横尾(付近),34.829883,134.3993464
近畿,兵庫,山陽列車線,北原,きたはら,兵庫県赤穂市原字北原191-2,0,0
近畿,兵庫,山陽列車線,観音一,かんのんいち,兵庫県赤穂市原字観音下1064-1,0,0
近畿,兵庫,山陽列車線,柏原,かしはら,兵庫県赤穂市有年楢原,34.849444,134.376716
近畿,兵庫,山陽列車線,南二,みなみに,兵庫県上郡町釜島字南396-78,0,0
近畿,兵庫,山陽列車線,寺の下三,てらのしたさん,兵庫県赤穂郡上郡町釜島字寺の下260-3,0,0
近畿,兵庫,山陽列車線,高尾三,たかおさん,兵庫県赤穂群上郡町釜島字高畑131-2,0,0
近畿,兵庫,山陽列車線,的打一,まとうちいち,兵庫県赤穂郡上郡町与井新字的打255-1,0,0
近畿,兵庫,山陽列車線,的打二,まとうちに,兵庫県赤穂郡上郡町与井新字的打204-2,0,0
近畿,兵庫,山陽列車線,馬場参,ばばさん,兵庫県赤穂郡上郡町与井字東門553-3,0,0
近畿,兵庫,山陽列車線,宮の下,みやのした,兵庫県赤穂郡上郡町与井字長通268-5,0,0
近畿,兵庫,山陽列車線,寺前一,てらまえいち,兵庫県赤穂郡上郡町与井字大倉174-1,0,0
近畿,兵庫,山陽列車線,古屋敷一,ふるやしきいち,兵庫県赤穂郡上郡町竹万字古屋敷319-1,0,0
近畿,兵庫,山陽列車線,山の里,やまのさと,兵庫県赤穂郡上郡町山の里字下神田2362-2,0,0
近畿,兵庫,山陽列車線,走り上り,はしりあがり,兵庫県赤穂郡上郡町船坂字五反田82-3,0,0
近畿,兵庫,山陽列車線,麦尻の前,むぎじりのまえ,兵庫県赤穂郡上郡町船坂字麦尻前297-2,0,0
近畿,兵庫,山陽列車線,西方寺,さいほうじ,兵庫県赤穂郡上郡町船坂字コハカ免707,0,0
近畿,兵庫,山陽列車線,梨ケ原国道,なしがはらこくどう,兵庫県赤穂郡上郡町梨ヶ原字尾の鼻104,0,0
近畿,兵庫,赤穂線,那波,なば,兵庫県相生市那波字深辺1888-3,0,0
近畿,兵庫,赤穂線,浜市第二,はまいちだいに,兵庫県赤穂市坂越字寺内314-2,0,0
近畿,兵庫,赤穂線,砂子,まなご,兵庫県赤穂市坂越字茶木内99-4,0,0
近畿,兵庫,赤穂線,北野中第二,きたのなかだいに,兵庫県赤穂市北野中字瓦師289-2,0,0
近畿,兵庫,赤穂線,北野中第三,きたのなかだいさん,兵庫県赤穂市北野中字新田402-2,0,0
近畿,兵庫,赤穂線,北野中第四,きたのなかだいよん,兵庫県赤穂市南野中字島田166-2,0,0
近畿,兵庫,赤穂線,南野中第一,みなみのなかだいいち,兵庫県赤穂市南野中字島田203-19,0,0
近畿,兵庫,赤穂線,南野中第二,みなみのなかだいに,兵庫県赤穂市南野中字島田251-2,0,0
近畿,兵庫,赤穂線,加里屋第一,かりやだいいち,兵庫県赤穂市中広字別所108-11,0,0
近畿,兵庫,赤穂線,加里屋第三,かりやだいさん,兵庫県赤穂市加里屋字中州22-3,0,0
近畿,兵庫,赤穂線,加里屋第四,かりやだいよん,兵庫県赤穂市加里屋字岩453-3,0,0
近畿,兵庫,赤穂線,三ツ樋元第一,みつひもとだいいち,兵庫県赤穂市新田字三ツ樋元999-6,0,0
近畿,兵庫,赤穂線,前田,まえだ,兵庫県赤穂市鷆和字古浜623,0,0
近畿,兵庫,赤穂線,野々内第二,ののうちだいに,兵庫県赤穂市鷆和字野々内1121-3,0,0
近畿,兵庫,赤穂線,野々内第四,ののうちだいよん,兵庫県赤穂市鷆和字野々内1096-4,0,0
近畿,兵庫,赤穂線,野々内第五,ののうちだいご,兵庫県赤穂市鷆和字野々内1079-26,0,0
近畿,兵庫,赤穂線,福浦第一,ふくうらだいいち,兵庫県赤穂市福浦字東木場3103-8,34.746761,134.329729
